group_id,action,reason,merged_rows,agency,line_item,value_label,fiscal_year,amount,pages,section_variants,program_variants,notes
124,merged,exact_duplicate,2,General Fund / Statewide,Positions Policy Revisions,60 million in,,3.0,139,General Table,General Table,Identical rows collapsed
125,merged,exact_duplicate,2,General Fund / Statewide,Positions Policy Revisions,Difference from Governor,,3.0,139,General Table,General Table,Identical rows collapsed
126,merged,exact_duplicate,2,General Fund / Statewide,Positions Policy Revisions,FY,,3.0,139,General Table,General Table,Identical rows collapsed
127,merged,exact_duplicate,2,General Fund / Statewide,Personal Services,Actual FY 23,2023,0.0,141,General Table,General Table,Identical rows collapsed
128,merged,exact_duplicate,2,General Fund / Statewide,Personal Services,Governor Recommended,,0.0,141,General Table,General Table,Identical rows collapsed
129,merged,exact_duplicate,2,General Fund / Statewide,Personal Services,FY,,0.0,141,General Table,General Table,Identical rows collapsed
130,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,Governor Recommended,,26.0,147,General Table,General Table,Identical rows collapsed
131,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,FY,,27.0,147,General Table,General Table,Identical rows collapsed
132,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,Legislative,,26.0,147,General Table,General Table,Identical rows collapsed
133,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,60 million in,,27.0,147,General Table,General Table,Identical rows collapsed
134,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,156,General Table,General Table,Identical rows collapsed
135,merged,exact_duplicate,2,General Fund / Statewide,Positions Policy Revisions,FY,,1.0,156,General Table,General Table,Identical rows collapsed
136,merged,exact_duplicate,2,General Fund / Statewide,"Budget Components Policy Revisions Provide funding of $90,000 in both FY 26 and FY 27 to support increased electric costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 8,904,132 8,904,132 8,904,132 8,904,132 - - Policy Revisions 419,116 419,116 95,049 95,049 (324,067) (324,067) Current Services 270,831 270,831 270,831 270,831 - - Total Recommended - GF 9,594,079 9,594,079 9,270,012 9,270,012 (324,067) (324,067) FY 25 Appropriation - CRF 313,669 313,669 313,669 313,669 - - Policy Revisions (324,067) (324,067) - - 324,067 324,067 Current Services 10,398 10,398 10,398 10,398 - - Total Recommended - CRF - - 324,067 324,067 324,067 324,067 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 75 75 75 75 - - Policy Revisions 3 3 2 2 (1) (1) Total Recommended - GF 78 78 77 77 (1) (1) FY 25 Appropriation - CRF 3 3 3 3 - - Policy Revisions (3) (3) - - 3 3 Total Recommended - CRF - - 3 3 3 3 158",FY,,-324067.0,159,General Table,General Table,Identical rows collapsed
137,merged,exact_duplicate,2,General Fund / Statewide,"Provide funding of $90,000 in both FY 26 and FY 27 to support increased electric costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 8,904,132 8,904,132 8,904,132 8,904,132 - - Policy Revisions 419,116 419,116 95,049 95,049 (324,067) (324,067) Current Services 270,831 270,831 270,831 270,831 - - Total Recommended - GF 9,594,079 9,594,079 9,270,012 9,270,012 (324,067) (324,067) FY 25 Appropriation - CRF 313,669 313,669 313,669 313,669 - - Policy Revisions (324,067) (324,067) - - 324,067 324,067 Current Services 10,398 10,398 10,398 10,398 - - Total Recommended - CRF - - 324,067 324,067 324,067 324,067 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 75 75 75 75 - - Policy Revisions 3 3 2 2 (1) (1) Total Recommended - GF 78 78 77 77 (1) (1) FY 25 Appropriation - CRF 3 3 3 3 - - Policy Revisions (3) (3) - - 3 3 Total Recommended - CRF - - 3 3 3 3 158",FY,,27.0,159,General Table,General Table,Identical rows collapsed
138,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions Provide funding of $90,000 in both FY 26 and FY 27 to support increased electric costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 8,904,132 8,904,132 8,904,132 8,904,132 - - Policy Revisions 419,116 419,116 95,049 95,049 (324,067) (324,067) Current Services 270,831 270,831 270,831 270,831 - - Total Recommended - GF 9,594,079 9,594,079 9,270,012 9,270,012 (324,067) (324,067) FY 25 Appropriation - CRF 313,669 313,669 313,669 313,669 - - Policy Revisions (324,067) (324,067) - - 324,067 324,067 Current Services 10,398 10,398 10,398 10,398 - - Total Recommended - CRF - - 324,067 324,067 324,067 324,067 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 75 75 75 75 - - Policy Revisions 3 3 2 2 (1) (1) Total Recommended - GF 78 78 77 77 (1) (1) FY 25 Appropriation - CRF 3 3 3 3 - - Policy Revisions (3) (3) - - 3 3 Total Recommended - CRF - - 3 3 3 3 158",FY,,3.0,159,General Table,General Table,Identical rows collapsed
139,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Actual FY 23,2023,0.0,162,General Table,General Table,Identical rows collapsed
140,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Actual FY 24,2024,0.0,162,General Table,General Table,Identical rows collapsed
141,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Appropriation FY 25,2025,0.0,162,General Table,General Table,Identical rows collapsed
142,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Governor Recommended,,26.0,162,General Table,General Table,Identical rows collapsed
143,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,162,General Table,General Table,Identical rows collapsed
144,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Legislative,,26.0,162,General Table,General Table,Identical rows collapsed
145,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,60 million in,,27.0,162,General Table,General Table,Identical rows collapsed
146,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,Governor Recommended,,26.0,168,General Table,General Table,Identical rows collapsed
147,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,FY,,27.0,168,General Table,General Table,Identical rows collapsed
148,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,Legislative,,26.0,168,General Table,General Table,Identical rows collapsed
149,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26 FY 27,60 million in,,27.0,168,General Table,General Table,Identical rows collapsed
150,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Governor Recommended,,26.0,173,General Table,General Table,Identical rows collapsed
151,merged,exact_duplicate,4,General Fund / Statewide,Unspecified,FY,,27.0,173,General Table,General Table,Identical rows collapsed
152,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Legislative,,26.0,173,General Table,General Table,Identical rows collapsed
153,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,60 million in,,27.0,173,General Table,General Table,Identical rows collapsed
154,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Difference from Governor,,26.0,173,General Table,General Table,Identical rows collapsed
155,merged,exact_duplicate,2,General Fund / Statewide,Positions Policy Revisions,Governor Recommended,,1.0,173,General Table,General Table,Identical rows collapsed
156,merged,exact_duplicate,2,General Fund / Statewide,"Reduce funding of $100,800 in both FY 26 and FY 27 to reflect the reduction of 20 vehicles in the DDS vehicle fleet. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,511,683,835 1,511,683,835 1,511,683,835 1,511,683,835 - - Policy Revisions (4,115,894) (4,115,894) 29,895,106 61,984,106 34,011,000 66,100,000 Current Services 20,378,783 54,627,565 20,648,783 54,897,565 270,000 270,000 Total Recommended - GF 1,527,946,724 1,562,195,506 1,562,227,724 1,628,565,506 34,281,000 66,370,000 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 2,307 2,307 2,307 2,307 - - Policy Revisions (20) (20) (20) (20) - - Total Recommended - GF 2,287 2,287 2,287 2,287 - - 178",FY,,27.0,179,General Table,General Table,Identical rows collapsed
157,merged,exact_duplicate,2,General Fund / Statewide,"Provide funding of $15,872,517 in both FY 26 and FY 27 to reflect this agency’s increased wage costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 740,496,273 740,496,273 740,496,273 740,496,273 - - Policy Revisions (10,430,797) (12,680,797) 181,354 1,308,854 10,612,151 13,989,651 Current Services 44,115,122 45,377,122 44,115,122 45,377,122 - - Total Recommended - GF 774,180,598 773,192,598 784,792,749 787,182,249 10,612,151 13,989,651 FY 25 Appropriation - IF 451,181 451,181 451,181 451,181 - - Current Services 11,518 11,518 11,518 11,518 - - Total Recommended - IF 462,699 462,699 462,699 462,699 - - FY 25 Appropriation - CPRSF 3,358,000 3,358,000 3,358,000 3,358,000 - - Policy Revisions (3,365,268) (3,365,268) - - 3,365,268 3,365,268 Current Services 7,268 7,268 7,268 7,268 - - Total Recommended - CPRSF - - 3,365,268 3,365,268 3,365,268 3,365,268 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 3,421 3,421 3,421 3,421 - - Policy Revisions (51) (51) (5) (5) 46 46 Total Recommended - GF 3,370 3,370 3,416 3,416 46 46 FY 25 Appropriation - CPRSF 3 3 3 3 - - Policy Revisions (3) (3) - - 3 3 Total Recommended - CPRSF - - 3 3 3 3 184",FY,,27.0,185,General Table,General Table,Identical rows collapsed
158,merged,exact_duplicate,2,General Fund / Statewide,"Budget Components Policy Revisions The Governor’s Recommended Budget provides funding of $124.4 million in FY 26 and FY 27, across nine appropriated funds, to reflect current wage-related adjustments resulting from existing wage agreements. Provide funding of $2,113,772 in both FY 26 and FY 27 in the Special Transportation Fund, and $17,552 in both FY 26 and FY 27 in the Cannabis Regulatory Fund to reflect this agency’s increased wage costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 77,351,548 77,351,548 77,351,548 77,351,548 - - Policy Revisions 805,635 805,635 265,500 265,500 (540,135) (540,135) Current Services (586,228) 113,772 (586,228) 113,772 - - Total Recommended - TF 77,570,955 78,270,955 77,030,820 77,730,820 (540,135) (540,135) FY 25 Appropriation - CRF 522,583 522,583 522,583 522,583 - - Policy Revisions (540,135) (540,135) - - 540,135 540,135 Current Services 17,552 17,552 17,552 17,552 - - Total Recommended - CRF - - 540,135 540,135 540,135 540,135 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 591 591 591 591 - - Policy Revisions 10 10 3 3 (7) (7) Total Recommended - TF 601 601 594 594 (7) (7) FY 25 Appropriation - CRF 7 7 7 7 - - Policy Revisions (7) (7) - - 7 7 Total Recommended - CRF - - 7 7 7 7 189",FY,,-540135.0,190,General Table,General Table,Identical rows collapsed
159,merged,exact_duplicate,2,General Fund / Statewide,"The Governor’s Recommended Budget provides funding of $124.4 million in FY 26 and FY 27, across nine appropriated funds, to reflect current wage-related adjustments resulting from existing wage agreements. Provide funding of $2,113,772 in both FY 26 and FY 27 in the Special Transportation Fund, and $17,552 in both FY 26 and FY 27 in the Cannabis Regulatory Fund to reflect this agency’s increased wage costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 77,351,548 77,351,548 77,351,548 77,351,548 - - Policy Revisions 805,635 805,635 265,500 265,500 (540,135) (540,135) Current Services (586,228) 113,772 (586,228) 113,772 - - Total Recommended - TF 77,570,955 78,270,955 77,030,820 77,730,820 (540,135) (540,135) FY 25 Appropriation - CRF 522,583 522,583 522,583 522,583 - - Policy Revisions (540,135) (540,135) - - 540,135 540,135 Current Services 17,552 17,552 17,552 17,552 - - Total Recommended - CRF - - 540,135 540,135 540,135 540,135 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 591 591 591 591 - - Policy Revisions 10 10 3 3 (7) (7) Total Recommended - TF 601 601 594 594 (7) (7) FY 25 Appropriation - CRF 7 7 7 7 - - Policy Revisions (7) (7) - - 7 7 Total Recommended - CRF - - 7 7 7 7 189",FY,,27.0,190,General Table,General Table,Identical rows collapsed
160,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions The Governor’s Recommended Budget provides funding of $124.4 million in FY 26 and FY 27, across nine appropriated funds, to reflect current wage-related adjustments resulting from existing wage agreements. Provide funding of $2,113,772 in both FY 26 and FY 27 in the Special Transportation Fund, and $17,552 in both FY 26 and FY 27 in the Cannabis Regulatory Fund to reflect this agency’s increased wage costs. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 77,351,548 77,351,548 77,351,548 77,351,548 - - Policy Revisions 805,635 805,635 265,500 265,500 (540,135) (540,135) Current Services (586,228) 113,772 (586,228) 113,772 - - Total Recommended - TF 77,570,955 78,270,955 77,030,820 77,730,820 (540,135) (540,135) FY 25 Appropriation - CRF 522,583 522,583 522,583 522,583 - - Policy Revisions (540,135) (540,135) - - 540,135 540,135 Current Services 17,552 17,552 17,552 17,552 - - Total Recommended - CRF - - 540,135 540,135 540,135 540,135 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - TF 591 591 591 591 - - Policy Revisions 10 10 3 3 (7) (7) Total Recommended - TF 601 601 594 594 (7) (7) FY 25 Appropriation - CRF 7 7 7 7 - - Policy Revisions (7) (7) - - 7 7 Total Recommended - CRF - - 7 7 7 7 189",FY,,-7.0,190,General Table,General Table,Identical rows collapsed
161,merged,exact_duplicate,2,General Fund / Statewide,"Shore Line East is commuter rail system with service between New Haven and New London. Reduce the STF subsidy by $6,175,575 in FY 27 by increasing (user-based) bus fares and fees. Provide funding of $4,000,000 in FY 27 to increase service levels on Shore Line East. Provide Additional Funding for Norwalk Transit District Route Enhancements and ADA Shortfall Bus Operations - - 1,099,482 1,099,482 1,099,482 1,099,482 Total - Special Transportation Fund - - 1,099,482 1,099,482 1,099,482 1,099,482 191",Increase,,1.0,192,General Table,General Table,Identical rows collapsed
162,merged,exact_duplicate,2,General Fund / Statewide,"Shore Line East is commuter rail system with service between New Haven and New London. Reduce the STF subsidy by $6,175,575 in FY 27 by increasing (user-based) bus fares and fees. Provide funding of $4,000,000 in FY 27 to increase service levels on Shore Line East. Provide Additional Funding for Norwalk Transit District Route Enhancements and ADA Shortfall Bus Operations - - 1,099,482 1,099,482 1,099,482 1,099,482 Total - Special Transportation Fund - - 1,099,482 1,099,482 1,099,482 1,099,482 191",Increase,,5.0,192,General Table,General Table,Identical rows collapsed
163,merged,exact_duplicate,2,General Fund / Statewide,"The State Administered General Assistance (SAGA) program provides limited cash assistance to individuals who are unable to work for medical or other prescribed reasons. The program supports approximately 4,300 cases each month with an average cost per case of $320. Provide funding of $1,250,000 in FY 26 and $2,170,000 in FY 27 to reflect anticipated expenditure requirements to support caseload growth under SAGA. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,599,147,121 4,599,147,121 4,599,147,121 4,599,147,121 - - Policy Revisions (79,712,509) 179,505,791 5,726,300 271,288,600 85,438,809 91,782,809 Current Services 438,329,940 653,776,740 438,329,940 653,776,740 - - Total Recommended - GF 4,957,764,552 5,432,429,652 5,043,203,361 5,524,212,461 85,438,809 91,782,809 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,826 1,826 1,826 1,826 - - Policy Revisions (65) (55) 1 11 66 66 Total Recommended - GF 1,761 1,771 1,827 1,837 66 66 210",FY,,27.0,211,General Table,General Table,Identical rows collapsed
164,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,218,General Table,General Table,Identical rows collapsed
165,merged,exact_duplicate,2,General Fund / Statewide,Difference from Governor FY 26,FY,,27.0,225,General Table,General Table,Identical rows collapsed
166,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,225,General Table,General Table,Identical rows collapsed
167,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Governor Recommended,,26.0,240,General Table,General Table,Identical rows collapsed
168,merged,exact_duplicate,4,General Fund / Statewide,Unspecified,FY,,27.0,240,General Table,General Table,Identical rows collapsed
169,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Legislative,,26.0,240,General Table,General Table,Identical rows collapsed
170,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,60 million in,,27.0,240,General Table,General Table,Identical rows collapsed
171,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,Difference from Governor,,26.0,240,General Table,General Table,Identical rows collapsed
172,merged,exact_duplicate,2,General Fund / Statewide,"Section 84 of PA 22-118 requires all local and regional school districts to provide free menstrual products in various restrooms accessible to students in grades 3 through 12. Provide funding of $25,000 in both FY 26 and FY 27 to ensure continued compliance with Section 84 of PA 22-118. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 191,502,341 191,502,341 191,502,341 191,502,341 - - Policy Revisions (986,116) (986,116) (986,116) (986,116) - - Current Services 20,799,894 20,799,894 16,999,894 16,999,894 (3,800,000) (3,800,000) Total Recommended - GF 211,316,119 211,316,119 207,516,119 207,516,119 (3,800,000) (3,800,000) Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,539 1,539 1,539 1,539 - - Current Services 30 30 70 70 40 40 Total Recommended - GF 1,569 1,569 1,609 1,609 40 40 241",FY,,27.0,242,General Table,General Table,Identical rows collapsed
173,merged,exact_duplicate,2,General Fund / Statewide,"The Bureau of Information Technology Solutions within the Department of Administrative Services (DAS) has provided IT services to the Office of Higher Education since FY 23. Eliminate funding of $300,000 in both FY 26 and FY 27 for agency IT needs that are now fulfilled by DAS. This funding was for software maintenance for the financial aid processing system used for the Willis Scholarship program. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 36,807,637 36,807,637 36,807,637 36,807,637 - - Policy Revisions (4,835,786) (3,431,571) 2,181,904 18,761,083 7,017,690 22,192,654 Current Services (477,674) (477,674) (457,674) (457,674) 20,000 20,000 Total Recommended - GF 31,494,177 32,898,392 38,531,867 55,111,046 7,037,690 22,212,654 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 28 28 28 28 - - Policy Revisions 1 1 - - (1) (1) Total Recommended - GF 29 29 28 28 (1) (1) 258",Governor Recommended,,26.0,259,General Table,General Table,Identical rows collapsed
174,merged,exact_duplicate,4,General Fund / Statewide,"The Bureau of Information Technology Solutions within the Department of Administrative Services (DAS) has provided IT services to the Office of Higher Education since FY 23. Eliminate funding of $300,000 in both FY 26 and FY 27 for agency IT needs that are now fulfilled by DAS. This funding was for software maintenance for the financial aid processing system used for the Willis Scholarship program. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 36,807,637 36,807,637 36,807,637 36,807,637 - - Policy Revisions (4,835,786) (3,431,571) 2,181,904 18,761,083 7,017,690 22,192,654 Current Services (477,674) (477,674) (457,674) (457,674) 20,000 20,000 Total Recommended - GF 31,494,177 32,898,392 38,531,867 55,111,046 7,037,690 22,212,654 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 28 28 28 28 - - Policy Revisions 1 1 - - (1) (1) Total Recommended - GF 29 29 28 28 (1) (1) 258",FY,,27.0,259,General Table,General Table,Identical rows collapsed
175,merged,exact_duplicate,2,General Fund / Statewide,"The Bureau of Information Technology Solutions within the Department of Administrative Services (DAS) has provided IT services to the Office of Higher Education since FY 23. Eliminate funding of $300,000 in both FY 26 and FY 27 for agency IT needs that are now fulfilled by DAS. This funding was for software maintenance for the financial aid processing system used for the Willis Scholarship program. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 36,807,637 36,807,637 36,807,637 36,807,637 - - Policy Revisions (4,835,786) (3,431,571) 2,181,904 18,761,083 7,017,690 22,192,654 Current Services (477,674) (477,674) (457,674) (457,674) 20,000 20,000 Total Recommended - GF 31,494,177 32,898,392 38,531,867 55,111,046 7,037,690 22,212,654 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 28 28 28 28 - - Policy Revisions 1 1 - - (1) (1) Total Recommended - GF 29 29 28 28 (1) (1) 258",Legislative,,26.0,259,General Table,General Table,Identical rows collapsed
176,merged,exact_duplicate,2,General Fund / Statewide,"The Bureau of Information Technology Solutions within the Department of Administrative Services (DAS) has provided IT services to the Office of Higher Education since FY 23. Eliminate funding of $300,000 in both FY 26 and FY 27 for agency IT needs that are now fulfilled by DAS. This funding was for software maintenance for the financial aid processing system used for the Willis Scholarship program. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 36,807,637 36,807,637 36,807,637 36,807,637 - - Policy Revisions (4,835,786) (3,431,571) 2,181,904 18,761,083 7,017,690 22,192,654 Current Services (477,674) (477,674) (457,674) (457,674) 20,000 20,000 Total Recommended - GF 31,494,177 32,898,392 38,531,867 55,111,046 7,037,690 22,212,654 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 28 28 28 28 - - Policy Revisions 1 1 - - (1) (1) Total Recommended - GF 29 29 28 28 (1) (1) 258",60 million in,,27.0,259,General Table,General Table,Identical rows collapsed
177,merged,exact_duplicate,2,General Fund / Statewide,"The Bureau of Information Technology Solutions within the Department of Administrative Services (DAS) has provided IT services to the Office of Higher Education since FY 23. Eliminate funding of $300,000 in both FY 26 and FY 27 for agency IT needs that are now fulfilled by DAS. This funding was for software maintenance for the financial aid processing system used for the Willis Scholarship program. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 36,807,637 36,807,637 36,807,637 36,807,637 - - Policy Revisions (4,835,786) (3,431,571) 2,181,904 18,761,083 7,017,690 22,192,654 Current Services (477,674) (477,674) (457,674) (457,674) 20,000 20,000 Total Recommended - GF 31,494,177 32,898,392 38,531,867 55,111,046 7,037,690 22,212,654 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 28 28 28 28 - - Policy Revisions 1 1 - - (1) (1) Total Recommended - GF 29 29 28 28 (1) (1) 258",Difference from Governor,,26.0,259,General Table,General Table,Identical rows collapsed
178,merged,exact_duplicate,2,General Fund / Statewide,"Budget Components Policy Revisions The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",FY,,178385.0,265,General Table,General Table,Identical rows collapsed
179,merged,exact_duplicate,2,General Fund / Statewide,"The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",FY,,27.0,265,General Table,General Table,Identical rows collapsed
