source_document,page,subcommittee,agency,fund,account,row_type,scenario,fiscal_year,amount
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Cradle To Career,account,governor,2026,100000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,New Haven Jobs Funnel,account,governor,2026,750000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,governor,2026,4627698.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,and Training Grant Program,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,83300618.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Opportunity Industrial Centers,account,governor,2026,738708.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Customized Services,account,governor,2026,965689.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Agency Total - Banking Fund,account,governor,2026,1704397.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Occupational Health Clinics,account,governor,2026,708113.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Compensation Fund,account,governor,2026,708113.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Total - Appropriated Funds,fund_total,governor,2026,85713128.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,General Fund,account,governor,2026,52.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Personal Services,account,governor,2026,4413414.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Other Expenses,account,governor,2026,898332.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Senior Food Vouchers,account,governor,2026,368418.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Sustainability,account,governor,2026,1000000.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Produce,account,governor,2026,167938.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,6848102.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,General Fund,account,governor,2026,560.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Special Transportation Fund,account,governor,2026,46.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Utility Control Fund,account,governor,2026,148.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Personal Services,account,governor,2026,23682590.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Other Expenses,account,governor,2026,997261.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Mosquito and Tick Control,account,governor,2026,284240.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Maintenance,account,governor,2026,399577.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Laboratory Fees,account,governor,2026,122565.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Dam Maintenance,account,governor,2026,151902.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Emergency Spill Response,account,governor,2026,7657024.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Solid Waste Management,account,governor,2026,4078312.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Underground Storage Tank,account,governor,2026,1085420.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Clean Air,account,governor,2026,4727624.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Environmental Conservation,account,governor,2026,4893567.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Environmental Quality,account,governor,2026,7056504.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Fish Hatcheries,account,governor,2026,3004540.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Commission,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Commission,account,governor,2026,3333.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Pollution Commission,account,governor,2026,26554.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Compact,account,governor,2026,3082.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Control Commission,account,governor,2026,30295.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Control Commission,account,governor,2026,45151.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,58249541.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Personal Services,account,governor,2026,3781576.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Other Expenses,account,governor,2026,665006.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Transportation Fund,account,governor,2026,4446582.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Personal Services,account,governor,2026,16935338.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Other Expenses,account,governor,2026,1479367.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Equipment,account,governor,2026,19500.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Fringe Benefits,account,governor,2026,12532150.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Indirect Overhead,account,governor,2026,489330.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,General Fund,account,governor,2026,103.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Innovation Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Cannabis Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Personal Services,account,governor,2026,9111748.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Other Expenses,account,governor,2026,611278.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Association,account,governor,2026,442194.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Office of Military Affairs,account,governor,2026,181521.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Supply Chain,account,governor,2026,2585000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Authority,account,governor,2026,10845022.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Manufacturing Growth Initiative,account,governor,2026,178133.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Hartford 2000,account,governor,2026,20000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Office of Workforce Strategy,account,governor,2026,1407351.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Black Business Alliance,account,governor,2026,442194.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Development Corporation,account,governor,2026,442194.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,CONNSTEP,account,governor,2026,500000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Various Grants,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,MRDA,account,governor,2026,1100000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,AdvanceCT,account,governor,2026,2000000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Futures Inc,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Forge City Works,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Foundation,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,City Seed,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,29866635.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Statewide Marketing,account,governor,2026,4500000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Hartford Urban Arts Grant,account,governor,2026,199956.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,New Britain Arts Council,account,governor,2026,32488.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Alliance,account,governor,2026,145000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Neighborhood Music School,account,governor,2026,165445.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Championship,account,governor,2026,123750.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,CT Convention & Sports Bureau,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Nutmeg Games,account,governor,2026,33000.0
2025BB-20250827_FY26_FY27.pdf,140,Conservation And Development,,Fund,Discovery Museum,account,governor,2026,162438.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,General Fund,account,governor,2026,26.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Insurance Fund,account,governor,2026,1.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Personal Services,account,governor,2026,2564343.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Other Expenses,account,governor,2026,137210.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Counselors,account,governor,2026,1011170.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Homeless Youth,account,governor,2026,3235121.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Outreach Services for Norwich,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Demonstration,account,governor,2026,3200000.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Costs,account,governor,2026,12642659.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Elderly Congregate Rent Subsidy,account,governor,2026,2172786.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Housing/Homeless Services,account,governor,2026,102088923.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Project Longevity - Housing,account,governor,2026,2741355.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Municipality,account,governor,2026,692651.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,130486218.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Fair Housing,account,governor,2026,670000.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Agency Total - Banking Fund,account,governor,2026,670000.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Crumbling Foundations,account,governor,2026,182977.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Agency Total - Insurance Fund,account,governor,2026,182977.0
2025BB-20250827_FY26_FY27.pdf,152,Conservation And Development,,Fund,Total - Appropriated Funds,fund_total,governor,2026,131339195.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,General Fund,account,governor,2026,78.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Cannabis Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Personal Services,account,governor,2026,7456600.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Other Expenses,account,governor,2026,1146499.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Prevention,account,governor,2026,857623.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Wildlife Disease Prevention,account,governor,2026,133357.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Agency Total - General Fund,account,governor,2026,9594079.0
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Personal Services,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Other Expenses,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,157,Conservation And Development,,Fund,Total - Appropriated Funds,fund_total,governor,2026,9594079.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Health,account,governor,2026,73832693.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Office of Health Strategy,account,governor,2026,4233648.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Examiner,account,governor,2026,11563325.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Developmental Services,account,governor,2026,1527946724.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Services,account,governor,2026,774180598.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Board,account,governor,2026,392213.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,General Fund,Total - General Fund,fund_total,governor,2026,2392149201.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,Insurance Fund,Health,account,governor,2026,69184600.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,Insurance Fund,Office of Health Strategy,account,governor,2026,15184840.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,Insurance Fund,Services,account,governor,2026,462699.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,Insurance Fund,Total - Insurance Fund,fund_total,governor,2026,84832139.0
2025BB-20250827_FY26_FY27.pdf,160,,Health,Cannabis Prevention and Recovery Services Fund,Services,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,160,,Health,Cannabis Regulatory Fund,Health,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,160,,Health,Cannabis Regulatory Fund,Total - Appropriated Funds,fund_total,governor,2026,2476981340.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,General Fund,account,governor,2026,484.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Insurance Fund,account,governor,2026,9.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Cannabis Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Personal Services,account,governor,2026,40753079.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Other Expenses,account,governor,2026,7880928.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Network,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Office of Pandemic Preparedness,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Tobacco Prevention,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Gun Violence Prevention,account,governor,2026,3904299.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Referrals,account,governor,2026,479137.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Pancreatic Cancer Screening,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Public Health Response,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Community Health Services,account,governor,2026,1898494.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Rape Crisis,account,governor,2026,616233.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,of Health,account,governor,2026,6509802.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,School Based Health Clinics,account,governor,2026,11790721.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Agency Total - General Fund,account,governor,2026,73832693.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Program,account,governor,2026,513515.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Children's Health Initiatives,account,governor,2026,3389838.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,AIDS Services,account,governor,2026,5066231.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Detection and Treatment,account,governor,2026,2563100.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Immunization Services,account,governor,2026,56476811.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Tuberculosis Care,account,governor,2026,971849.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Venereal Disease Control,account,governor,2026,203256.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Agency Total - Insurance Fund,account,governor,2026,69184600.0
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Personal Services,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Other Expenses,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,162,,,Fund,Total - Appropriated Funds,fund_total,governor,2026,143017293.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,General Fund,account,governor,2026,36.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Insurance Fund,account,governor,2026,15.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Personal Services,account,governor,2026,3720606.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Other Expenses,account,governor,2026,13042.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,CT Virtuosi Orchestra,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Covered Connecticut Program,account,governor,2026,500000.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Agency Total - General Fund,account,governor,2026,4233648.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Personal Services,account,governor,2026,1756969.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Other Expenses,account,governor,2026,11803667.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Equipment,account,governor,2026,10000.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Fringe Benefits,account,governor,2026,1614204.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Agency Total - Insurance Fund,account,governor,2026,15184840.0
2025BB-20250827_FY26_FY27.pdf,169,,,Fund,Total - Appropriated Funds,fund_total,governor,2026,19418488.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,General Fund,account,governor,2026,64.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,Personal Services,account,governor,2026,9036394.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,Other Expenses,account,governor,2026,2479935.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,Equipment,account,governor,2026,24846.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,Medicolegal Investigations,account,governor,2026,22150.0
2025BB-20250827_FY26_FY27.pdf,174,,,Fund,Agency Total - General Fund,account,governor,2026,11563325.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,General Fund,account,governor,2026,2287.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Personal Services,account,governor,2026,224654418.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Other Expenses,account,governor,2026,20119245.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Housing Supports and Services,account,governor,2026,1400000.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Family Support Grants,account,governor,2026,3700840.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Clinical Services,account,governor,2026,2337724.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Behavioral Services Program,account,governor,2026,12857593.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Medical Services,account,governor,2026,2288132.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,ID Partnership Initiatives,account,governor,2026,2528138.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Emergency Placements,account,governor,2026,5980932.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Rent Subsidy Program,account,governor,2026,5262312.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Day Services,account,governor,2026,393563096.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Community Residential Services,account,governor,2026,853254294.0
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Provider Bonuses,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,176,,,Fund,Agency Total - General Fund,account,governor,2026,1527946724.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,General Fund,account,governor,2026,3370.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Recovery Services Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Personal Services,account,governor,2026,253239225.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Other Expenses,account,governor,2026,32302168.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Housing Supports and Services,account,governor,2026,28391445.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Managed Service System,account,governor,2026,77232053.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Legal Services,account,governor,2026,764660.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Center,account,governor,2026,9229406.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Professional Services,account,governor,2026,23400697.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services,account,governor,2026,26407864.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Nursing Home Screening,account,governor,2026,652784.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Young Adult Services,account,governor,2026,95902326.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,TBI Community Services,account,governor,2026,9443717.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Behavioral Health Medications,account,governor,2026,8170754.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Option,account,governor,2026,4419683.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services,account,governor,2026,43157991.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services,account,governor,2026,25657158.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Nursing Home Contract,account,governor,2026,1152856.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Katie Blair House,account,governor,2026,17016.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Forensic Services,account,governor,2026,11544887.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services,account,governor,2026,36603118.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services,account,governor,2026,76617159.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Employment Opportunities,account,governor,2026,9873631.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Agency Total - General Fund,account,governor,2026,774180598.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Managed Service System,account,governor,2026,462699.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Agency Total - Insurance Fund,account,governor,2026,462699.0
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Fringe Benefits,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Cannabis Prevention,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Services Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,180,,,Fund,Total - Appropriated Funds,fund_total,governor,2026,774643297.0
2025BB-20250827_FY26_FY27.pdf,186,,,Fund,General Fund,account,governor,2026,3.0
2025BB-20250827_FY26_FY27.pdf,186,,,Fund,Personal Services,account,governor,2026,367270.0
2025BB-20250827_FY26_FY27.pdf,186,,,Fund,Other Expenses,account,governor,2026,24943.0
2025BB-20250827_FY26_FY27.pdf,186,,,Fund,Agency Total - General Fund,account,governor,2026,392213.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Special Transportation Fund,account,governor,2026,601.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Cannabis Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Personal Services,account,governor,2026,54499261.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Other Expenses,account,governor,2026,19078262.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Equipment,account,governor,2026,668756.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,DMV Modernization,account,governor,2026,3000000.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Systems and Networks Project,account,governor,2026,324676.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Transportation Fund,account,governor,2026,77570955.0
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Personal Services,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,188,Transportation,,Fund,Total - Appropriated Funds,fund_total,governor,2026,77570955.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Special Transportation Fund,account,governor,2026,3567.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Personal Services,account,governor,2026,236076271.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Other Expenses,account,governor,2026,63984586.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Equipment,account,governor,2026,1376329.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Minor Capital Projects,account,governor,2026,449639.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Highway Planning and Research,account,governor,2026,3060131.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Rail Operations,account,governor,2026,316004297.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Bus Operations,account,governor,2026,293209174.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,ADA Para-transit Program,account,governor,2026,51982687.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Non-ADA Dial-A-Ride Program,account,governor,2026,576361.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Projects,account,governor,2026,18054208.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Port Authority,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Management,account,governor,2026,3004254.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Transportation to Work,account,governor,2026,2370629.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Town Aid Road Grants - TF,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Transportation Fund,account,governor,2026,990148566.0
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Other Expenses,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Regulatory Fund,account,governor,2026,
2025BB-20250827_FY26_FY27.pdf,191,Transportation,,Fund,Total - Appropriated Funds,fund_total,governor,2026,990148566.0
2025BB-20250827_FY26_FY27.pdf,199,Human Services,,Fund,General Fund,account,governor,2026,1761.0
2025BB-20250827_FY26_FY27.pdf,199,Human Services,,Fund,Personal Services,account,governor,2026,150719055.0
2025BB-20250827_FY26_FY27.pdf,199,Human Services,,Fund,Other Expenses,account,governor,2026,131921000.0
2025BB-20250827_FY26_FY27.pdf,199,Human Services,,Fund,Actions,account,governor,2026,81906.0
2025BB-20250827_FY26_FY27.pdf,199,Human Services,,Fund,HUSKY B Program,account,governor,2026,30250000.0
